id,full_name,department_code,position,academic_degree,academic_title,orcid,google_scholar,scopus,web_of_science,profile_url
T-D016-B2C181E1,Баєв Олексій Олександрович,D016,Старший викладач,Кандидат фармацевтичних наук,Старший викладач,,https://scholar.google.com.ua/citations?hl=ru&user=C7U0Sv0AAAAJ,,,https://www.kspu.edu/About/Faculty/Medicine/ChairChemistryFarmacy.aspx?lang=uk
T-D016-D00FF504,Близнюк Валерій Миколайович,D016,Професор кафедри,Доктор хімічних наук,Професор,https://orcid.org/0000-0002-3883-6941,https://scholar.google.com.ua/citations?hl=ru&user=uhnqvGgAAAAJ,https://www.scopus.com/authid/detail.uri?authorId=7006587198,https://www.webofscience.com/wos/author/record/FQH-1836-2022,https://www.kspu.edu/About/Faculty/Medicine/ChairChemistryFarmacy.aspx?lang=uk
T-D016-1DB6BB49,Богуцька Олена Євгенівна,D016,Доцент кафедри,Кандидатка фармацевтичних наук,Доцент,https://orcid.org/0000-0002-8033-1576,https://scholar.google.com.ua/citations?hl=ru&user=S8bGjE8AAAAJ,https://www.scopus.com/authid/detail.uri?authorId=57711808800,,https://www.kspu.edu/About/Faculty/Medicine/ChairChemistryFarmacy.aspx?lang=uk
T-D016-61F5CACF,Волкова Світлана Андріївна,D016,Доцент кафедри,Кандидатка хімічних наук,Доцент,,https://scholar.google.com.ua/citations?hl=ru&user=HTaM8akAAAAJ,https://www.scopus.com/authid/detail.uri?authorId=7004659450,,https://www.kspu.edu/About/Faculty/Medicine/ChairChemistryFarmacy.aspx?lang=uk
T-D016-DA5C75DB,Пилипчук Людмила Львівна,D016,Доцент кафедри,Кандидатка біологічних наук,Доцент,https://orcid.org/0000-0002-0644-0635,https://scholar.google.com.ua/citations?hl=ru&user=ZwZ8-nwAAAAJ,https://www.scopus.com/authid/detail.uri?authorId=55975791000,,https://www.kspu.edu/About/Faculty/Medicine/ChairChemistryFarmacy.aspx?lang=uk
T-D016-64BF3FB9,Попович Тетяна Анатоліївна,D016,Завідувачка кафедри,Кандидатка технічних наук,Доцентка,https://orcid.org/0000-0001-7449-9949,https://scholar.google.com.ua/citations?hl=ru&user=79q51_kAAAAJ,https://www.scopus.com/authid/detail.uri?authorId=57211424278,https://www.webofscience.com/wos/author/record/AAQ-2872-2020,https://www.kspu.edu/About/Faculty/Medicine/ChairChemistryFarmacy.aspx?lang=uk
T-D016-24E1540D,Решнова Світлана Федорівна,D016,Доцент кафедри,Кандидатка педагогічних наук,Доцент,https://orcid.org/0000-0002-9475-529x,https://scholar.google.com.ua/citations?hl=ru&user=vBv83pkAAAAJ,,,https://www.kspu.edu/About/Faculty/Medicine/ChairChemistryFarmacy.aspx?lang=uk
T-D016-F07EE930,Севастьянова Тетяна Вадимівна,D016,Доцент кафедри,Кандидатка медичних наук,Доцент,https://orcid.org/0000-0003-0890-4066,https://scholar.google.com.ua/citations?hl=uk&user=H2ANpFsAAAAJ,https://www.scopus.com/authid/detail.uri?authorId=57283391200,https://www.webofscience.com/wos/author/record/JVO-8541-2024,https://www.kspu.edu/About/Faculty/Medicine/ChairChemistryFarmacy.aspx?lang=uk
T-D016-C8FC927F,Сидоренко Олександр Вікторович,D016,Доцент кафедри,Кандидат фармацевтичних наук,Доцент,,https://scholar.google.com.ua/citations?hl=ru&user=zJviC5QAAAAJ,,,https://www.kspu.edu/About/Faculty/Medicine/ChairChemistryFarmacy.aspx?lang=uk
T-D017-5D8611FC,Васильєва Наталія Олегівна,D017,Доцент кафедри,Кандидатка біологічних наук,Доцент,,,,,https://www.kspu.edu/About/Faculty/Medicine/Ab.aspx
T-D017-7816E459,Верещакіна Вікторія Вікторівна,D017,Доцент кафедри,Кандидатка медичних наук,Доцент,,,,,https://www.kspu.edu/About/Faculty/Medicine/Ab.aspx
T-D017-FC5B4E02,Данильченко Світлана Іванівна,D017,Доцент кафедри,Кандидатка медичних наук,Доцент,,,,,https://www.kspu.edu/About/Faculty/Medicine/Ab.aspx
T-D017-D6395705,Козій Тетяна Петрівна,D017,Доцент кафедри,Кандидатка біологічних наук,Доцент,,,,,https://www.kspu.edu/About/Faculty/Medicine/Ab.aspx
T-D017-3B6341EE,Лаврикова Оксана Валентинівна,D017,Завідувач кафедри,Кандидатка біологічних наук,Професор,,,,,https://www.kspu.edu/About/Faculty/Medicine/Ab.aspx
T-D017-CDC3C8D2,Фурсенко Артемій Олександрович,D017,Викладач,,Викладач,,,,,https://www.kspu.edu/About/Faculty/Medicine/Ab.aspx
T-D018-453B3CF2,Білоус Руслана Миколаївна,D018,Доцент кафедри,Кандидатка психологічних наук,Доцент,,,,,https://www.kspu.edu/About/Faculty/IPHS/ChairGenSocialPsychology/Cadre.aspx
T-D018-0ACA6968,ГУРІЧ ВОЛОДИМИР ОЛЕКСІЙОВИЧ,D018,Завідувач кафедри,Докторка психологічних наук,Професор,,,,,https://www.kspu.edu/About/Faculty/IPHS/ChairGenSocialPsychology/Cadre.aspx
T-D018-C5749951,Дементьєва Капіталіна Георгіївна,D018,Доцент кафедри,Кандидатка психологічних наук,Доцент,,,,,https://www.kspu.edu/About/Faculty/IPHS/ChairGenSocialPsychology/Cadre.aspx
T-D018-53968B10,Мазуркевич Наталія Миколаївна,D018,Викладач,,,,,,,https://www.kspu.edu/About/Faculty/IPHS/ChairGenSocialPsychology/Cadre.aspx
T-D018-3F26EBB4,Попович Ігор Степанович,D018,Професор кафедри,Доктор психологічних наук,Професор,,,,,https://www.kspu.edu/About/Faculty/IPHS/ChairGenSocialPsychology/Cadre.aspx
T-D018-A69EB868,Тьор Лариса Вікторівна,D018,Доцент кафедри,Кандидатка психологічних наук,Доцент,,,,,https://www.kspu.edu/About/Faculty/IPHS/ChairGenSocialPsychology/Cadre.aspx
T-D019-40C076B6,ГУРІЧ ВОЛОДИМИР ОЛЕКСІЙОВИЧ,D019,Доцент кафедри,Кандидат педагогічних наук,Доцент,https://orcid.org/0000-0002-9283-8534,https://scholar.google.com.ua/citations?hl=ru&imq=%D0%93%D1%83%D1%80%D1%96%D1%87+%D0%92%D0%9E&user=jv1eEBkAAAAJ,,,https://www.kspu.edu/About/Faculty/IPHS/ChairSocialWork/Staff_of_the_department.aspx
T-D019-4A9E377B,Костючков Сергій Карпович,D019,Професор кафедри,Доктор філософських наук,Професор,https://orcid.org/0000-0003-1708-643X,https://scholar.google.com.ua/citations?hl=ru&user=3tgiKPUAAAAJ,,,https://www.kspu.edu/About/Faculty/IPHS/ChairSocialWork/Staff_of_the_department.aspx
T-D019-48CDA9A8,МАРТИНЕНКО СНІЖАНА ОЛЕКСАНДРІВНА,D019,Викладач,,Викладач,https://orcid.org/0000-0002-8120-8959,https://scholar.google.com.ua/citations?hl=ru&user=DMF33iQAAAAJ,,,https://www.kspu.edu/About/Faculty/IPHS/ChairSocialWork/Staff_of_the_department.aspx
T-D019-9B6523E7,ЧЕРКАШИНА ТЕТЯНА ОЛЕКСАНДРІВНА,D019,Доцент кафедри,Кандидатка соціологічних наук,Доцент,,https://scholar.google.com.ua/citations?hl=uk&user=Tsr07mQAAAAJ,,,https://www.kspu.edu/About/Faculty/IPHS/ChairSocialWork/Staff_of_the_department.aspx
T-D019-B78128DD,ШАПОШНИКОВА ІРИНА ВАСИЛІВНА,D019,Професор кафедри,Докторка соціологічних наук,Професор,https://orcid.org/0000-0002-3897-7947,https://scholar.google.com.ua/citations?hl=ru&user=8wociCcAAAAJ,https://www.scopus.com/authid/detail.uri?authorId=56069527900,,https://www.kspu.edu/About/Faculty/IPHS/ChairSocialWork/Staff_of_the_department.aspx
T-D019-B86823CF,ШВЕЦЬ ТЕТЯНА МИХАЙЛІВНА,D019,Доцент кафедри,Кандидат педагогічних наук,Доцент,https://orcid.org/0000-0002-1796-3474,https://scholar.google.com.ua/citations?hl=ru&user=m4SNUtcAAAAJ,https://www.scopus.com/search/form.uri?display=basic,,https://www.kspu.edu/About/Faculty/IPHS/ChairSocialWork/Staff_of_the_department.aspx
T-D020-175E8506,Бойков Олег Юрійович,D020,Викладач,,,,,,,https://www.kspu.edu/About/Faculty/IPHS/ChairHistoryUkraine.aspx
T-D020-962776E3,Коновалова Ганна Василівна,D020,Професор кафедри,,Професор,,,,,https://www.kspu.edu/About/Faculty/IPHS/ChairHistoryUkraine.aspx
T-D020-0ECD232B,Мусійко Вікторія Вікторівна,D020,Викладач,,,,,,,https://www.kspu.edu/About/Faculty/IPHS/ChairHistoryUkraine.aspx
T-D021-C53CB287,Гоманюк Микола Анатолійович,D021,Доцент кафедри,Кандидат соціологічних наук,Доцент,https://orcid.org/0000-0002-9625-1968,https://scholar.google.com/citations?hl=en-US&user=rhoMHHsAAAAJ,,,https://www.kspu.edu/About/Faculty/Faculty_of_biolog_geograf_ecol/ChairEcoGeography/department.aspx
T-D021-8FF00932,Давидов Олексій Віталійович,D021,Доцент кафедри,Кандидат географічних наук,Доцент,https://orcid.org/0000-0003-2144-9627,https://scholar.google.com.ua/citations?user=nKIkWvsAAAAJ&hl=uk,https://www.scopus.com/authid/detail.uri?authorId=57205169882,,https://www.kspu.edu/About/Faculty/Faculty_of_biolog_geograf_ecol/ChairEcoGeography/department.aspx
T-D021-72A830DF,Дайнеко Поліна Михайлівна,D021,Асистент,Phd (докторка філософії) біологія асистентка кафедри коло наукових інтересів: комплексне збереження біорізноманіття городищ нижнього придніпров’я; заповідна справа; історична екологія googlescholar: researchgate: orcid id:,Асистент,https://orcid.org/0000-0002-8680-9809,https://scholar.google.com.ua/citations?user=P1wJCZ0AAAAJ&hl=ru,,,https://www.kspu.edu/About/Faculty/Faculty_of_biolog_geograf_ecol/ChairEcoGeography/department.aspx
T-D021-6439107E,Котовський Ігор Миколайович,D021,Доцент кафедри,Кандидат географічних наук,Доцент,https://orcid.org/0000-0001-9568-2654,https://scholar.google.com.ua/citations?hl=uk&user=2dD3B7UAAAAJ,,,https://www.kspu.edu/About/Faculty/Faculty_of_biolog_geograf_ecol/ChairEcoGeography/department.aspx
T-D021-D7266DB4,Мальчикова Дар'я Сергіївна,D021,Професор кафедри,Доктор географічних наук,Професор,https://orcid.org/0000-0002-7197-8722,https://scholar.google.com/citations?user=gtGlkZUAAAAJ&hl=en,https://www.scopus.com/authid/detail.uri?authorId=57205164678,,https://www.kspu.edu/About/Faculty/Faculty_of_biolog_geograf_ecol/ChairEcoGeography/department.aspx
T-D021-63AFCCE0,Молікевич Роман Сергійович,D021,Завідувач кафедри,Кандидат географічних наук,Доцент,https://orcid.org/0000-0002-6577-503X,https://scholar.google.com.ua/citations?hl=uk&user=m1XjaO8AAAAJ,https://www.scopus.com/authid/detail.uri?authorId=57205161958&amp;eid=2-s2.0-85058890097,,https://www.kspu.edu/About/Faculty/Faculty_of_biolog_geograf_ecol/ChairEcoGeography/department.aspx
T-D021-01B66A14,Нападовська Ганна Юріївна,D021,Асистент,,Асистент,https://orcid.org/0000-0003-0243-0453,https://scholar.google.com/citations?user=WmSnZXAAAAAJ&hl=en,https://www.scopus.com/authid/detail.uri?authorId=57205169351&amp;eid=2-s2.0-85058890097,,https://www.kspu.edu/About/Faculty/Faculty_of_biolog_geograf_ecol/ChairEcoGeography/department.aspx
T-D021-E7CE0CD2,Омельченко Наталя В'ячеславівна,D021,Старший викладач,Кандидат географічних наук,Старший викладач,https://orcid.org/0000-0002-8067-9433,https://scholar.google.com/citations?user=2kPUMYcAAAAJ&hl=en,https://www.scopus.com/authid/detail.uri?authorId=57190441722&amp;eid=2-s2.0-85058890097,,https://www.kspu.edu/About/Faculty/Faculty_of_biolog_geograf_ecol/ChairEcoGeography/department.aspx
T-D021-42B03D23,П'яткова Алла Вікторівна,D021,Доцент кафедри,Кандидат географічних наук,Доцент,https://orcid.org/0000-0001-8349-105X,https://scholar.google.com/citations?user=Y1yQ1PYAAAAJ,https://www.scopus.com/authid/detail.uri?authorId=58723888000,https://www.webofscience.com/wos/author/record/AAB-8598-2019,https://www.kspu.edu/About/Faculty/Faculty_of_biolog_geograf_ecol/ChairEcoGeography/department.aspx
T-D021-8DE17DAE,Пилипенко Ігор Олегович,D021,Професор кафедри,Доктор географічних наук,Професор,http://orcid.org/0000-0001-6640-1163,https://scholar.google.com.ua/citations?user=sVNLaD0AAAAJ&hl=ru,https://www.scopus.com/authid/detail.uri?authorId=57205171489%20,,https://www.kspu.edu/About/Faculty/Faculty_of_biolog_geograf_ecol/ChairEcoGeography/department.aspx
T-D021-A216ECA8,Сараненко Інна Іванівна,D021,Доцент кафедри,Кандидат біологічних наук,Доцент,http://orcid.org/0000-0002-6152-7290,https://scholar.google.com.ua/citations?hl=uk&user=GWSD1BgAAAAJ&view_op=list,https://www.scopus.com/authid/detail.uri?authorId=56716458300,,https://www.kspu.edu/About/Faculty/Faculty_of_biolog_geograf_ecol/ChairEcoGeography/department.aspx
T-D021-797DBB16,Саркісов Аршавір Юрійович,D021,Доцент кафедри,Кандидат географічних наук,Доцент,https://orcid.org/0000-0002-6806-5236,https://scholar.google.com.ua/citations?user=LD98hkgAAAAJ&hl=uk,https://www.scopus.com/authid/detail.uri?authorId=57205170003&amp;eid=2-s2.0-85058895677,,https://www.kspu.edu/About/Faculty/Faculty_of_biolog_geograf_ecol/ChairEcoGeography/department.aspx
T-D021-110A20E6,Сімченко Сергій Валентинович,D021,Асистент,,Асистент,https://orcid.org/0000-0003-4973-2301,https://scholar.google.com.ua/citations?user=V1vtedUAAAAJ&hl=uk&oi=sra,https://www.scopus.com/authid/detail.uri?origin=AuthorProfile&authorId=57211374516,,https://www.kspu.edu/About/Faculty/Faculty_of_biolog_geograf_ecol/ChairEcoGeography/department.aspx
T-D021-B7B3B31D,Шахман Ірина Олександрівна,D021,Доцент кафедри,Кандидат географічних наук,Доцент,http://orcid.org/0000-0001-6204-4410,https://scholar.google.com.ua/citations?user=xYyq9aQAAAAJ&hl=ru,https://www.scopus.com/authid/detail.uri?authorId=57198424698,,https://www.kspu.edu/About/Faculty/Faculty_of_biolog_geograf_ecol/ChairEcoGeography/department.aspx
T-D022-F2EA98F2,Бесчасний Сергій Павлович,D022,Доцент кафедри,Кандидат біологічних наук,Доцент,,,,,https://www.kspu.edu/About/Faculty/Medicine/DepartmentOfMedicine.aspx
T-D022-1AAB2968,Гасюк Олена Миколаївна,D022,Завідувачка кафедри,Кандидатка біологічних наук,Доцентка,https://orcid.org/0000-0003-1055-2848,https://scholar.google.com.ua/citations?hl=ru&user=DnToaW0AAAAJ,https://www.scopus.com/authid/detail.uri?authorId=56380597000,https://app.webofknowledge.com/author/#/record/13883535,https://www.kspu.edu/About/Faculty/Faculty_of_biolog_geograf_ecol/DepartmentofHumanBiologyandImmunology/Human_resource_staff.aspx?lang=uk
T-D022-04C81999,Головченко Ігор Валентинович,D022,Доцент кафедри,Кандидат біологічних наук,Доцент,,,,,https://www.kspu.edu/About/Faculty/Medicine/DepartmentOfMedicine.aspx
T-D022-B07FF264,Спринь Олександр Борисович,D022,Доцент кафедри,Кандидат біологічних наук,Доцент,,,,,https://www.kspu.edu/About/Faculty/Faculty_of_biolog_geograf_ecol/DepartmentofHumanBiologyandImmunology/Human_resource_staff.aspx?lang=uk
T-D022-A9A50F9F,Швець Віта Андріївна,D022,Старший викладач,,Старший викладач,https://orcid.org/0000-0003-0487-4349,https://scholar.google.com.ua/citations?hl=ru&user=tXcBso0AAAAJ,https://www.scopus.com/authid/detail.uri?authorId=57221103740,,https://www.kspu.edu/About/Faculty/Faculty_of_biolog_geograf_ecol/DepartmentofHumanBiologyandImmunology/Human_resource_staff.aspx?lang=uk
T-D023-1AAF0C2F,Дармостук Валерій Вікторович,D023,Викладач,Доктор філософії) біологія викладач кафедри ботаніки,Викладач,,,,,https://www.kspu.edu/About/Faculty/Faculty_of_biolog_geograf_ecol/ChairBotany/ChairBotany_Kadry.aspx
T-D023-6DE33AF7,Карташова Ірина Іванівна,D023,Доцент кафедри,Кандидатка педагогічних наук,Доцент,https://orcid.org/0000-0001-6552-3636,https://scholar.google.com/citations?user=OYVf4HYAAAAJ&hl=ru,,,https://www.kspu.edu/About/Faculty/Faculty_of_biolog_geograf_ecol/ChairBotany/ChairBotany_Kadry.aspx
T-D023-396488ED,Мельник Руслана Петрівна,D023,Завідувач кафедри,Кандидатка біологічних наук,Доцент,https://orcid.org/my-orcid?orcid=0000-0003-3773-4705,https://scholar.google.ru/citations?hl=ru&user=LC8izt8AAAAJ,https://www.scopus.com/authid/detail.uri?authorId=57218830232,https://www.webofscience.com/wos/author/record/1613272,https://www.kspu.edu/About/Faculty/Faculty_of_biolog_geograf_ecol/ChairBotany/ChairBotany_Kadry.aspx
T-D023-225BBE3E,Мойсієнко Іван Іванович,D023,Завідувач кафедри,Доктор біологічних наук,Професор,,,,,https://www.kspu.edu/About/Faculty/Faculty_of_biolog_geograf_ecol/ChairBotany/ChairBotany_Kadry.aspx
T-D023-C7DC43CF,Ходосовцев Олександр Євгенович,D023,Професор кафедри,Доктор біологічних наук,Професор,,,,,https://www.kspu.edu/About/Faculty/Faculty_of_biolog_geograf_ecol/ChairBotany/ChairBotany_Kadry.aspx
T-D024-AAD916D4,Базилевич Наталія Вікторівна,D024,Професор кафедри,Кандидатка філологічних наук,Професор,https://orcid.org/0000-0002-5800-4915%20,https://scholar.google.com/citations?user=FwLE2jgAAAAJ&hl=en,https://www.scopus.com/authid/detail.uri?authorId=57413612700,,https://www.kspu.edu/About/Faculty/IUkrForeignPhilology/ChairTranslation/Staff.aspx
T-D024-246E3188,Барсук Світлана Леонідівна,D024,Викладач,,,,,,,https://www.kspu.edu/About/Faculty/IUkrForeignPhilology/ChairTranslation/Staff.aspx
T-D024-A7D7705B,Божко Олена Сергіївна,D024,Професор кафедри,Кандидат філологічних наук,Професор,,https://scholar.google.com.ua/citations?user=SgTpbVgAAAAJ&hl=ru,,,https://www.kspu.edu/About/Faculty/IUkrForeignPhilology/ChairTranslation/Staff.aspx
T-D024-40E1A0E3,Бєлєхова Лариса Іванівна,D024,Професор кафедри,Доктор філологічних наук,Професор,https://orcid.org/0000-0002-1743-1865,,,,https://www.kspu.edu/About/Faculty/IUkrForeignPhilology/ChairTranslation/Staff.aspx
T-D024-4BC71D67,Зуброва Ольга Андріївна,D024,Професор кафедри,Кандидатка педагогічних наук,Професор,orcid.org/0000-0001-6235-5227,https://scholar.google.com/citations?user=AMkqEJIAAAAJ&hl,,,https://www.kspu.edu/About/Faculty/IUkrForeignPhilology/ChairTranslation/Staff.aspx
T-D024-AC310F8D,Кузнецова Наталія Володимирівна,D024,Викладач,,,,,,,https://www.kspu.edu/About/Faculty/IUkrForeignPhilology/ChairTranslation/Staff.aspx
T-D024-4EF03222,Ленюк Наталія Михайлівна,D024,Викладач,,,,,,,https://www.kspu.edu/About/Faculty/IUkrForeignPhilology/ChairTranslation/Staff.aspx
T-D024-E84C4DA8,Ляшенко Уляна Ігоріївна,D024,Викладач,,,,,,,https://www.kspu.edu/About/Faculty/IUkrForeignPhilology/ChairTranslation/Staff.aspx
T-D024-70F356E7,Матвєєва Катерина Сергіївна,D024,Викладач,,,,,,,https://www.kspu.edu/About/Faculty/IUkrForeignPhilology/ChairTranslation/Staff.aspx
T-D024-5C99A0F4,Поторій Наталля Володимирівна,D024,Професор кафедри,Кандидатка філологічних наук,Професор,,,,,https://www.kspu.edu/About/Faculty/IUkrForeignPhilology/ChairTranslation/Staff.aspx
T-D024-45B24972,Поторій Наталія Володимирівна,D024,Доцент кафедри,Кандидатка філологічних наук,Доцент,https://orcid.org/0000-0002-4181-6829,https://scholar.google.com.ua/citations?user=i1H7DW4AAAAJ&amp;hl=uk&amp;oi=ao,,,https://www.kspu.edu/About/Faculty/IUkrForeignPhilology/ChairTranslation/Staff.aspx
T-D024-FF876BFE,Просяннікова Яна Миколаївна,D024,Професор кафедри,Кандидатка філологічних наук,Професор,,,,,https://www.kspu.edu/About/Faculty/IUkrForeignPhilology/ChairTranslation/Staff.aspx
T-D024-098C2C1E,Свиридов Олександр Федорович,D024,Професор кафедри,Кандидат філологічних наук,Професор,https://orcid.org/0000-0001-7724-663X,https://scholar.google.com.ua/citations?hl=uk&user=g6vzJWkAAAAJ,,,https://www.kspu.edu/About/Faculty/IUkrForeignPhilology/ChairTranslation/Staff.aspx
T-D024-BBFD49CF,Смутченко Ольга Сергіївна,D024,Викладач,Доктор філософії,,,,,,https://www.kspu.edu/About/Faculty/IUkrForeignPhilology/ChairTranslation/Staff.aspx
T-D024-EE99448E,Соловцова Ірина Віталіївна,D024,Викладач,,,https://orcid.org/0000-0002-1077-729X,https://scholar.google.com.ua/citations?user=AOvgLHwAAAAJ&hl=ru,,,https://www.kspu.edu/About/Faculty/IUkrForeignPhilology/ChairTranslation/Staff.aspx
T-D024-7AC58393,Співаковська Євгенія Олександрівна,D024,Професор кафедри,Докторка педагогічних наук,Професор,,,,,https://www.kspu.edu/About/Faculty/IUkrForeignPhilology/ChairTranslation/Staff.aspx
T-D024-3C392D45,Стодолінська Юлія Валеріївна,D024,Доцент кафедри,Кандидатка філологічних наук,Доцент,,,,,https://www.kspu.edu/About/Faculty/IUkrForeignPhilology/ChairTranslation/Staff.aspx
T-D024-4D4D4DFA,Ткаченко Людмила Леонідівна,D024,Професор кафедри,Кандидат філологічних наук,Професор,,https://scholar.google.com.ua/citations?user=4uSaONgAAAAJ&hl=uk,,,https://www.kspu.edu/About/Faculty/IUkrForeignPhilology/ChairTranslation/Staff.aspx
T-D024-599315C4,Федорова Юлія Геннадіївна,D024,Викладач,,,,,,,https://www.kspu.edu/About/Faculty/IUkrForeignPhilology/ChairTranslation/Staff.aspx
T-D024-8A6130E1,Французова Катерина Сергіївна,D024,Професор кафедри,Кандидатка філологічних наук,Професор,https://orcid.org/0000-0002-0959-2669,https://scholar.google.com.ua/citations?user=Ck3UXFcAAAAJ&hl=uk,,,https://www.kspu.edu/About/Faculty/IUkrForeignPhilology/ChairTranslation/Staff.aspx
T-D024-5EBAEADE,Хан Олена Георгіївна,D024,Професор кафедри,Кандидат філологічних наук,Професор,https://orcid.org/0000-0001-5971-2967,https://scholar.google.com.ua/citations?view_op=list_works&hl=ru&user=Uhl3pvIAAAAJ,,,https://www.kspu.edu/About/Faculty/IUkrForeignPhilology/ChairTranslation/Staff.aspx
T-D024-05952648,Цапів Алла Олексіївна,D024,Професор кафедри,Докторка філологічних наук,Професор,,,,,https://www.kspu.edu/About/Faculty/IUkrForeignPhilology/ChairTranslation/Staff.aspx
T-D025-BC6D8A7D,Голотюк Олена Володимирівна,D025,Доцент кафедри,Кандидат педагогічних наук,Доцент,,https://scholar.google.com.ua/citations?hl=ru&pli=1&user=XE5WpQMAAAAJ,,,https://www.kspu.edu/About/Faculty/IUkrForeignPhilology/ChairGermRomLan/TeachingStaff.aspx
T-D025-9748F395,Гончаренко Олена Миколаївна,D025,Доцент кафедри,,Доцент,https://orcid.org/0000-0003-3381-349X?lang=ru,https://scholar.google.com.ua/citations?hl=uk&user=LnobwPMAAAAJ,,,https://www.kspu.edu/About/Faculty/IUkrForeignPhilology/ChairGermRomLan/TeachingStaff.aspx
T-D025-7AF29FD1,Романова Наталя Василівна,D025,Завідувач кафедри,Доктор філологічних наук,Професор,,https://scholar.google.com.ua/citations?user=nrzATPoAAAAJ&hl=ru,,,https://www.kspu.edu/About/Faculty/IUkrForeignPhilology/ChairGermRomLan/TeachingStaff.aspx
T-D026-7202CBD4,БОНДАРЕНКО ЛІДІЯ ГРИГОРІВНА,D026,Доцент кафедри,Кандидат педагогічних наук,Доцент,https://orcid.org/0000-0002-8628-1418,https://scholar.google.com.ua/citations?user=bvUgAJEAAAAJ&hl=uk,,,https://www.kspu.edu/About/Faculty/IUkrForeignPhilology/IPhilologyJournalizm/Staff.aspx
T-D026-FFF182C8,ГАЙДАЄНКО ІРИНА ВАСИЛІВНА,D026,Доцент кафедри,Кандидат філологічних наук,Доцент,http://orcid.org/0000-0003-1401-7826,https://scholar.google.com/citations?view_op=list_works&hl=uk&user=gpLvD4AAAAAJ,,,https://www.kspu.edu/About/Faculty/IUkrForeignPhilology/IPhilologyJournalizm/Staff.aspx
T-D026-F09050D9,ЗАГОРОДНЮК ВАСИЛЬ СТЕПАНОВИЧ,D026,Доцент кафедри,Кандидат філологічних наук,Доцент,,https://scholar.google.com.ua/citations?user=PZ_22AkAAAAJ&hl,,,https://www.kspu.edu/About/Faculty/IUkrForeignPhilology/IPhilologyJournalizm/Staff.aspx
T-D026-470A4D04,КАРАБУТА ОЛЕНА ПАВЛІВНА,D026,Доцент кафедри,Кандидат філологічних наук,Доцент,,https://scholar.google.com.ua/citations?hl=uk&user=yQkEpI8AAAAJ,,,https://www.kspu.edu/About/Faculty/IUkrForeignPhilology/IPhilologyJournalizm/Staff.aspx
T-D026-327254CB,КЛИМОВИЧ СВІТЛАНА МИКОЛАЇВНА,D026,Завідувач кафедри,Кандидат філологічних наук,Доцент,,https://scholar.google.com.ua/citations?user=_qXT_VwAAAAJ&hl=uk&oi=ao%20,,,https://www.kspu.edu/About/Faculty/IUkrForeignPhilology/IPhilologyJournalizm/Staff.aspx
T-D026-CE2F4853,МАРТОС СВІТЛАНА АНДРІЇВНА,D026,Доцент кафедри,Кандидат філологічних наук,Доцент,,https://scholar.google.com.ua/citations?hl=uk&user=CzF-NpQAAAAJ,,,https://www.kspu.edu/About/Faculty/IUkrForeignPhilology/IPhilologyJournalizm/Staff.aspx
T-D026-EB97DB29,НЕМЧЕНКО ІВАН ВАСИЛЬОВИЧ,D026,Доцент кафедри,Кандидат філологічних наук,Доцент,https://orcid.org/0000-0003-3041-1313,https://scholar.google.com.ua/citations?user=NLabZrcAAAAJ&hl=uk,,,https://www.kspu.edu/About/Faculty/IUkrForeignPhilology/IPhilologyJournalizm/Staff.aspx
T-D026-3FFA6B51,ОЛЕКСЕНКО ВОЛОДИМИР ПАВЛОВИЧ,D026,Професор кафедри,Доктор філологічних наук,Професор,,https://scholar.google.com.ua/citations?hl=uk&user=NOsatoMAAAAJ,,,https://www.kspu.edu/About/Faculty/IUkrForeignPhilology/IPhilologyJournalizm/Staff.aspx
T-D026-4884A2C4,ОМЕЛЬЧУК СЕРГІЙ АРКАДІЙОВИЧ,D026,Професор кафедри,Доктор педагогічних наук,Професор,,https://scholar.google.com.ua/citations?user=-lejHNsAAAAJ&hl=uk,,,https://www.kspu.edu/About/Faculty/IUkrForeignPhilology/IPhilologyJournalizm/Staff.aspx
T-D026-94B26C57,ПЕНТИЛЮК МАРІЯ ІВАНІВНА,D026,Професор кафедри,Доктор педагогічних наук,Професор,http://orcid.org/0000-0001-7427-9735,https://scholar.google.com/citations?user=EM_FnCYAAAAJ&hl=th,,,https://www.kspu.edu/About/Faculty/IUkrForeignPhilology/IPhilologyJournalizm/Staff.aspx
T-D026-4D8D8DE2,ПОПКОВА ОКСАНА АНАТОЛІЇВНА,D026,Викладач,Доктор філософії з галузі знань 03 гуманітарні науки за спеціальністю 035 філологія тема дисертації: «комунікативно-прагматичний потенціал оказіональних складних слів у газетному дискурсі початку ххі сторіччя» науковий профіль (google scholar) науковий профіль (semantic scholar) науковий профіль (orcid) науковий профіль (web of science),Викладач,,https://scholar.google.com.ua/citations?view_op=list_works&amp;hl=ru&amp;user=-D99R70AAAAJ,,https://www.webofscience.com/wos/author/record/ABY-%202503-2022?state=%7B%7D,https://www.kspu.edu/About/Faculty/IUkrForeignPhilology/IPhilologyJournalizm/Staff.aspx
T-D026-FE638456,СОЛОМАХІН АНДРІЙ ФЕДОРОВИЧ,D026,Доцент кафедри,Кандидат філологічних наук,Доцент,,,,,https://www.kspu.edu/About/Faculty/IUkrForeignPhilology/IPhilologyJournalizm/Staff.aspx
